,Hütten-Name,Datum,Freie Betten,Hütten-ID
922,"Fritz-Putz Hütte, DAV Sektion Füssen",01.06.2022,0,83
923,"Fritz-Putz Hütte, DAV Sektion Füssen",02.06.2022,0,83
924,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",05.05.2022,53,85
925,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",06.05.2022,18,85
926,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",07.05.2022,5,85
927,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",23.05.2022,50,85
928,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",24.05.2022,42,85
929,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",25.05.2022,45,85
930,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",26.05.2022,0,85
931,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",27.05.2022,0,85
932,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",28.05.2022,0,85
933,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",29.05.2022,55,85
934,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",30.05.2022,56,85
935,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",31.05.2022,55,85
936,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",01.06.2022,51,85
937,"Staufner Haus, DAV Sektion Oberstaufen-Lindenberg",02.06.2022,40,85
938,"Frassenhütte, Alpenverein Vorarlberg",20.05.2022,46,86
939,"Frassenhütte, Alpenverein Vorarlberg",21.05.2022,29,86
940,"Frassenhütte, Alpenverein Vorarlberg",22.05.2022,46,86
941,"Frassenhütte, Alpenverein Vorarlberg",23.05.2022,44,86
942,"Frassenhütte, Alpenverein Vorarlberg",24.05.2022,42,86
943,"Frassenhütte, Alpenverein Vorarlberg",25.05.2022,42,86
944,"Frassenhütte, Alpenverein Vorarlberg",26.05.2022,4,86
945,"Frassenhütte, Alpenverein Vorarlberg",27.05.2022,0,86
946,"Frassenhütte, Alpenverein Vorarlberg",28.05.2022,4,86
947,"Frassenhütte, Alpenverein Vorarlberg",29.05.2022,46,86
948,"Frassenhütte, Alpenverein Vorarlberg",30.05.2022,20,86
949,"Frassenhütte, Alpenverein Vorarlberg",31.05.2022,46,86
950,"Frassenhütte, Alpenverein Vorarlberg",01.06.2022,26,86
951,"Frassenhütte, Alpenverein Vorarlberg",02.06.2022,46,86
952,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
953,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
954,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
955,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
956,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
957,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
958,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
959,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
960,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
961,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
962,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
963,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
964,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
965,"Karwendelhaus, DAV Sektion Männer Turnverein München",,0,87
966,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
967,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
968,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
969,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
970,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
971,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
972,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
973,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
974,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
975,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
976,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
977,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
978,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
979,"Sarotlahütte, Alpenverein Vorarlberg",,0,88
980,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
981,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
982,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
983,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
984,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
985,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
986,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
987,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
988,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
989,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
990,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
991,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
992,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
993,"Heinrich-Hueter-Hütte, Alpenverein Vorarlberg",,0,89
994,"Tilisunahütte, Alpenverein Vorarlberg",20.05.2022,14,91
995,"Tilisunahütte, Alpenverein Vorarlberg",21.05.2022,16,91
996,"Tilisunahütte, Alpenverein Vorarlberg",22.05.2022,16,91
997,"Tilisunahütte, Alpenverein Vorarlberg",23.05.2022,16,91
998,"Tilisunahütte, Alpenverein Vorarlberg",24.05.2022,16,91
999,"Tilisunahütte, Alpenverein Vorarlberg",25.05.2022,16,91
1000,"Tilisunahütte, Alpenverein Vorarlberg",26.05.2022,16,91
1001,"Tilisunahütte, Alpenverein Vorarlberg",27.05.2022,16,91
1002,"Tilisunahütte, Alpenverein Vorarlberg",28.05.2022,16,91
1003,"Tilisunahütte, Alpenverein Vorarlberg",29.05.2022,16,91
1004,"Tilisunahütte, Alpenverein Vorarlberg",30.05.2022,16,91
1005,"Tilisunahütte, Alpenverein Vorarlberg",31.05.2022,16,91
1006,"Tilisunahütte, Alpenverein Vorarlberg",01.06.2022,16,91
1007,"Tilisunahütte, Alpenverein Vorarlberg",02.06.2022,16,91
1008,"Totalphütte, Alpenverein Vorarlberg",20.05.2022,0,92
1009,"Totalphütte, Alpenverein Vorarlberg",21.05.2022,0,92
1010,"Totalphütte, Alpenverein Vorarlberg",22.05.2022,0,92
1011,"Totalphütte, Alpenverein Vorarlberg",23.05.2022,0,92
1012,"Totalphütte, Alpenverein Vorarlberg",24.05.2022,0,92
1013,"Totalphütte, Alpenverein Vorarlberg",25.05.2022,0,92
1014,"Totalphütte, Alpenverein Vorarlberg",26.05.2022,0,92
1015,"Totalphütte, Alpenverein Vorarlberg",27.05.2022,0,92
1016,"Totalphütte, Alpenverein Vorarlberg",28.05.2022,0,92
1017,"Totalphütte, Alpenverein Vorarlberg",29.05.2022,0,92
1018,"Totalphütte, Alpenverein Vorarlberg",30.05.2022,0,92
1019,"Totalphütte, Alpenverein Vorarlberg",31.05.2022,0,92
1020,"Totalphütte, Alpenverein Vorarlberg",01.06.2022,0,92
1021,"Totalphütte, Alpenverein Vorarlberg",02.06.2022,0,92
1022,"Kaltenberghütte, DAV Sektion Reutlingen",20.05.2022,12,95
1023,"Kaltenberghütte, DAV Sektion Reutlingen",21.05.2022,12,95
1024,"Kaltenberghütte, DAV Sektion Reutlingen",22.05.2022,12,95
1025,"Kaltenberghütte, DAV Sektion Reutlingen",23.05.2022,12,95
1026,"Kaltenberghütte, DAV Sektion Reutlingen",24.05.2022,12,95
1027,"Kaltenberghütte, DAV Sektion Reutlingen",25.05.2022,12,95
1028,"Kaltenberghütte, DAV Sektion Reutlingen",26.05.2022,12,95
1029,"Kaltenberghütte, DAV Sektion Reutlingen",27.05.2022,12,95
1030,"Kaltenberghütte, DAV Sektion Reutlingen",28.05.2022,12,95
1031,"Kaltenberghütte, DAV Sektion Reutlingen",29.05.2022,12,95
1032,"Kaltenberghütte, DAV Sektion Reutlingen",30.05.2022,12,95
1033,"Kaltenberghütte, DAV Sektion Reutlingen",31.05.2022,12,95
1034,"Kaltenberghütte, DAV Sektion Reutlingen",01.06.2022,12,95
1035,"Kaltenberghütte, DAV Sektion Reutlingen",02.06.2022,12,95
1036,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",20.05.2022,12,96
1037,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",21.05.2022,0,96
1038,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",22.05.2022,12,96
1039,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",23.05.2022,12,96
1040,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",24.05.2022,12,96
1041,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",25.05.2022,12,96
1042,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",26.05.2022,12,96
1043,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",27.05.2022,12,96
1044,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",28.05.2022,12,96
1045,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",29.05.2022,12,96
1046,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",30.05.2022,12,96
1047,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",31.05.2022,12,96
1048,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",01.06.2022,12,96
1049,"Neue Reutlinger Hütte, DAV Sektion Reutlingen",02.06.2022,12,96
1050,"Freiburgerhütte, DAV Sektion Freiburg",05.05.2022,0,97
1051,"Freiburgerhütte, DAV Sektion Freiburg",06.05.2022,0,97
1052,"Freiburgerhütte, DAV Sektion Freiburg",07.05.2022,0,97
1053,"Freiburgerhütte, DAV Sektion Freiburg",08.05.2022,0,97
1054,"Freiburgerhütte, DAV Sektion Freiburg",09.05.2022,0,97
1055,"Freiburgerhütte, DAV Sektion Freiburg",25.05.2022,0,97
1056,"Freiburgerhütte, DAV Sektion Freiburg",26.05.2022,0,97
1057,"Freiburgerhütte, DAV Sektion Freiburg",27.05.2022,0,97
1058,"Freiburgerhütte, DAV Sektion Freiburg",28.05.2022,0,97
1059,"Freiburgerhütte, DAV Sektion Freiburg",29.05.2022,0,97
1060,"Freiburgerhütte, DAV Sektion Freiburg",30.05.2022,0,97
1061,"Freiburgerhütte, DAV Sektion Freiburg",31.05.2022,0,97
1062,"Freiburgerhütte, DAV Sektion Freiburg",01.06.2022,0,97
1063,"Freiburgerhütte, DAV Sektion Freiburg",02.06.2022,0,97
1064,"Bergheim Au, DAV Sektion Überlingen",20.05.2022,0,99
1065,"Bergheim Au, DAV Sektion Überlingen",21.05.2022,0,99
1066,"Bergheim Au, DAV Sektion Überlingen",22.05.2022,0,99
1067,"Bergheim Au, DAV Sektion Überlingen",23.05.2022,0,99
1068,"Bergheim Au, DAV Sektion Überlingen",24.05.2022,0,99
1069,"Bergheim Au, DAV Sektion Überlingen",25.05.2022,0,99
1070,"Bergheim Au, DAV Sektion Überlingen",26.05.2022,0,99
1071,"Bergheim Au, DAV Sektion Überlingen",27.05.2022,0,99
1072,"Bergheim Au, DAV Sektion Überlingen",28.05.2022,0,99
1073,"Bergheim Au, DAV Sektion Überlingen",29.05.2022,0,99
1074,"Bergheim Au, DAV Sektion Überlingen",30.05.2022,0,99
1075,"Bergheim Au, DAV Sektion Überlingen",31.05.2022,0,99
1076,"Bergheim Au, DAV Sektion Überlingen",01.06.2022,0,99
1077,"Bergheim Au, DAV Sektion Überlingen",02.06.2022,0,99
1078,"Gaudeamushütte, DAV Sektion Main-Spessart",20.05.2022,34,100
1079,"Gaudeamushütte, DAV Sektion Main-Spessart",21.05.2022,37,100
1080,"Gaudeamushütte, DAV Sektion Main-Spessart",22.05.2022,40,100
1081,"Gaudeamushütte, DAV Sektion Main-Spessart",23.05.2022,30,100
1082,"Gaudeamushütte, DAV Sektion Main-Spessart",24.05.2022,46,100
1083,"Gaudeamushütte, DAV Sektion Main-Spessart",25.05.2022,32,100
1084,"Gaudeamushütte, DAV Sektion Main-Spessart",26.05.2022,0,100
1085,"Gaudeamushütte, DAV Sektion Main-Spessart",27.05.2022,0,100
1086,"Gaudeamushütte, DAV Sektion Main-Spessart",28.05.2022,0,100
1087,"Gaudeamushütte, DAV Sektion Main-Spessart",29.05.2022,49,100
1088,"Gaudeamushütte, DAV Sektion Main-Spessart",30.05.2022,45,100
1089,"Gaudeamushütte, DAV Sektion Main-Spessart",31.05.2022,56,100
1090,"Gaudeamushütte, DAV Sektion Main-Spessart",01.06.2022,49,100
1091,"Gaudeamushütte, DAV Sektion Main-Spessart",02.06.2022,56,100
1092,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",20.05.2022,0,101
1093,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",21.05.2022,0,101
1094,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",22.05.2022,30,101
1095,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",23.05.2022,30,101
1096,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",24.05.2022,30,101
1097,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",25.05.2022,28,101
1098,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",26.05.2022,25,101
1099,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",27.05.2022,21,101
1100,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",28.05.2022,10,101
1101,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",29.05.2022,10,101
1102,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",30.05.2022,30,101
1103,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",31.05.2022,30,101
1104,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",01.06.2022,30,101
1105,"Saupsdorfer Hütte, DAV Sektion Sächischer Bergsteigerbund",02.06.2022,30,101
1106,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",20.05.2022,52,104
1107,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",21.05.2022,29,104
1108,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",22.05.2022,57,104
1109,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",23.05.2022,54,104
1110,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",24.05.2022,54,104
1111,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",25.05.2022,54,104
1112,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",26.05.2022,24,104
1113,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",27.05.2022,12,104
1114,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",28.05.2022,12,104
1115,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",29.05.2022,56,104
1116,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",30.05.2022,60,104
1117,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",31.05.2022,60,104
1118,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",01.06.2022,54,104
1119,"Rotwandhaus, DAV Sektion Turner Alpenkränzchen",02.06.2022,57,104
1120,"Berliner Hütte, DAV Sektion Berlin",20.05.2022,15,105
1121,"Berliner Hütte, DAV Sektion Berlin",21.05.2022,15,105
1122,"Berliner Hütte, DAV Sektion Berlin",22.05.2022,15,105
1123,"Berliner Hütte, DAV Sektion Berlin",23.05.2022,15,105
1124,"Berliner Hütte, DAV Sektion Berlin",24.05.2022,15,105
1125,"Berliner Hütte, DAV Sektion Berlin",25.05.2022,15,105
1126,"Berliner Hütte, DAV Sektion Berlin",26.05.2022,11,105
1127,"Berliner Hütte, DAV Sektion Berlin",27.05.2022,15,105
1128,"Berliner Hütte, DAV Sektion Berlin",28.05.2022,15,105
1129,"Berliner Hütte, DAV Sektion Berlin",29.05.2022,15,105
1130,"Berliner Hütte, DAV Sektion Berlin",30.05.2022,15,105
1131,"Berliner Hütte, DAV Sektion Berlin",31.05.2022,15,105
1132,"Berliner Hütte, DAV Sektion Berlin",01.06.2022,15,105
1133,"Berliner Hütte, DAV Sektion Berlin",02.06.2022,15,105
1134,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",20.05.2022,26,106
1135,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",21.05.2022,13,106
1136,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",22.05.2022,26,106
1137,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",23.05.2022,26,106
1138,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",24.05.2022,26,106
1139,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",25.05.2022,24,106
1140,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",26.05.2022,26,106
1141,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",27.05.2022,16,106
1142,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",28.05.2022,12,106
1143,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",29.05.2022,26,106
1144,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",30.05.2022,26,106
1145,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",31.05.2022,26,106
1146,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",01.06.2022,24,106
1147,"Goiserer Hütte, ÖAV, Alpenverein Bad Goisern",02.06.2022,26,106
1148,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",20.05.2022,0,107
1149,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",21.05.2022,0,107
1150,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",22.05.2022,0,107
1151,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",23.05.2022,0,107
1152,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",24.05.2022,0,107
1153,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",25.05.2022,0,107
1154,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",26.05.2022,0,107
1155,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",27.05.2022,0,107
1156,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",28.05.2022,0,107
1157,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",29.05.2022,0,107
1158,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",30.05.2022,0,107
1159,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",31.05.2022,0,107
1160,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",01.06.2022,0,107
1161,"Bergsteigerunterkunft Lauschige Ecke, DAV Sektion Berchtesgaden",02.06.2022,0,107
1162,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",20.05.2022,0,109
1163,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",21.05.2022,0,109
1164,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",22.05.2022,0,109
1165,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",23.05.2022,0,109
1166,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",24.05.2022,0,109
1167,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",25.05.2022,0,109
1168,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",26.05.2022,0,109
1169,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",27.05.2022,0,109
1170,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",28.05.2022,0,109
1171,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",29.05.2022,0,109
1172,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",30.05.2022,0,109
1173,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",31.05.2022,0,109
1174,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",01.06.2022,0,109
1175,"Zollnersee Hütte, Alpenverein Obergailtal-Lesachtal",02.06.2022,0,109
1176,"Geraerhütte, DAV Sektion Landshut",20.05.2022,0,110
1177,"Geraerhütte, DAV Sektion Landshut",21.05.2022,0,110
1178,"Geraerhütte, DAV Sektion Landshut",22.05.2022,0,110
1179,"Geraerhütte, DAV Sektion Landshut",23.05.2022,0,110
1180,"Geraerhütte, DAV Sektion Landshut",24.05.2022,0,110
1181,"Geraerhütte, DAV Sektion Landshut",25.05.2022,0,110
1182,"Geraerhütte, DAV Sektion Landshut",26.05.2022,0,110
1183,"Geraerhütte, DAV Sektion Landshut",27.05.2022,0,110
1184,"Geraerhütte, DAV Sektion Landshut",28.05.2022,0,110
1185,"Geraerhütte, DAV Sektion Landshut",29.05.2022,0,110
1186,"Geraerhütte, DAV Sektion Landshut",30.05.2022,0,110
1187,"Geraerhütte, DAV Sektion Landshut",31.05.2022,0,110
1188,"Geraerhütte, DAV Sektion Landshut",01.06.2022,0,110
1189,"Geraerhütte, DAV Sektion Landshut",02.06.2022,0,110
1190,"Hofpürglhütte, Alpenverein Linz",20.05.2022,0,111
1191,"Hofpürglhütte, Alpenverein Linz",21.05.2022,0,111
1192,"Hofpürglhütte, Alpenverein Linz",22.05.2022,0,111
1193,"Hofpürglhütte, Alpenverein Linz",23.05.2022,0,111
1194,"Hofpürglhütte, Alpenverein Linz",24.05.2022,0,111
1195,"Hofpürglhütte, Alpenverein Linz",25.05.2022,0,111
1196,"Hofpürglhütte, Alpenverein Linz",26.05.2022,0,111
1197,"Hofpürglhütte, Alpenverein Linz",27.05.2022,0,111
1198,"Hofpürglhütte, Alpenverein Linz",28.05.2022,0,111
1199,"Hofpürglhütte, Alpenverein Linz",29.05.2022,0,111
1200,"Hofpürglhütte, Alpenverein Linz",30.05.2022,0,111
1201,"Hofpürglhütte, Alpenverein Linz",31.05.2022,0,111
1202,"Hofpürglhütte, Alpenverein Linz",01.06.2022,0,111
1203,"Hofpürglhütte, Alpenverein Linz",02.06.2022,0,111
1204,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",20.05.2022,0,115
1205,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",21.05.2022,0,115
1206,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",22.05.2022,0,115
1207,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",23.05.2022,0,115
1208,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",24.05.2022,0,115
1209,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",25.05.2022,0,115
1210,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",26.05.2022,0,115
1211,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",27.05.2022,0,115
1212,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",28.05.2022,0,115
1213,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",29.05.2022,0,115
1214,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",30.05.2022,0,115
1215,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",31.05.2022,0,115
1216,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",01.06.2022,0,115
1217,"Rüsselsheimer Hütte, DAV Sektion Rüsselsheim",02.06.2022,0,115
1218,"Bamberger Hütte, DAV Sektion Bamberg",20.05.2022,0,116
1219,"Bamberger Hütte, DAV Sektion Bamberg",21.05.2022,0,116
1220,"Bamberger Hütte, DAV Sektion Bamberg",22.05.2022,0,116
1221,"Bamberger Hütte, DAV Sektion Bamberg",23.05.2022,0,116
1222,"Bamberger Hütte, DAV Sektion Bamberg",24.05.2022,0,116
1223,"Bamberger Hütte, DAV Sektion Bamberg",25.05.2022,0,116
1224,"Bamberger Hütte, DAV Sektion Bamberg",26.05.2022,0,116
1225,"Bamberger Hütte, DAV Sektion Bamberg",27.05.2022,0,116
1226,"Bamberger Hütte, DAV Sektion Bamberg",28.05.2022,0,116
1227,"Bamberger Hütte, DAV Sektion Bamberg",29.05.2022,0,116
1228,"Bamberger Hütte, DAV Sektion Bamberg",30.05.2022,0,116
1229,"Bamberger Hütte, DAV Sektion Bamberg",31.05.2022,0,116
1230,"Bamberger Hütte, DAV Sektion Bamberg",01.06.2022,33,116
1231,"Bamberger Hütte, DAV Sektion Bamberg",02.06.2022,29,116
1232,"Mödlinger Hütte, Alpenverein Mödling",20.05.2022,26,117
1233,"Mödlinger Hütte, Alpenverein Mödling",21.05.2022,10,117
1234,"Mödlinger Hütte, Alpenverein Mödling",22.05.2022,34,117
1235,"Mödlinger Hütte, Alpenverein Mödling",23.05.2022,34,117
1236,"Mödlinger Hütte, Alpenverein Mödling",24.05.2022,34,117
1237,"Mödlinger Hütte, Alpenverein Mödling",25.05.2022,32,117
1238,"Mödlinger Hütte, Alpenverein Mödling",26.05.2022,4,117
1239,"Mödlinger Hütte, Alpenverein Mödling",27.05.2022,5,117
1240,"Mödlinger Hütte, Alpenverein Mödling",28.05.2022,7,117
1241,"Mödlinger Hütte, Alpenverein Mödling",29.05.2022,29,117
1242,"Mödlinger Hütte, Alpenverein Mödling",30.05.2022,34,117
1243,"Mödlinger Hütte, Alpenverein Mödling",31.05.2022,32,117
1244,"Mödlinger Hütte, Alpenverein Mödling",01.06.2022,32,117
1245,"Mödlinger Hütte, Alpenverein Mödling",02.06.2022,34,117
1246,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",20.05.2022,0,119
1247,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",21.05.2022,0,119
1248,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",22.05.2022,0,119
1249,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",23.05.2022,0,119
1250,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",24.05.2022,0,119
1251,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",25.05.2022,0,119
1252,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",26.05.2022,0,119
1253,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",27.05.2022,0,119
1254,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",28.05.2022,26,119
1255,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",29.05.2022,53,119
1256,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",30.05.2022,49,119
1257,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",31.05.2022,60,119
1258,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",01.06.2022,60,119
1259,"Olpererhütte, DAV Sektion Neumarkt i.d.Oberpfalz",02.06.2022,60,119
1260,"Hannoverhaus, DAV Bundesverband",20.05.2022,0,121
1261,"Hannoverhaus, DAV Bundesverband",21.05.2022,0,121
1262,"Hannoverhaus, DAV Bundesverband",22.05.2022,0,121
1263,"Hannoverhaus, DAV Bundesverband",23.05.2022,0,121
1264,"Hannoverhaus, DAV Bundesverband",24.05.2022,0,121
1265,"Hannoverhaus, DAV Bundesverband",25.05.2022,0,121
1266,"Hannoverhaus, DAV Bundesverband",26.05.2022,0,121
1267,"Hannoverhaus, DAV Bundesverband",27.05.2022,0,121
1268,"Hannoverhaus, DAV Bundesverband",28.05.2022,0,121
1269,"Hannoverhaus, DAV Bundesverband",29.05.2022,0,121
1270,"Hannoverhaus, DAV Bundesverband",30.05.2022,0,121
